"sample.id","lab.id.x","method","cas.number","analyte","result","units","dilution","result.reported.to","mdl","rl","report.basis","percent.moisture","percent.solid","non.detect","duplicate","location.name","treatment.name","method.name","event.type","lab.id.y","matrix","collected","received","hold","flag"
"AV-CT1-01-OT-LC-4-D",NA,"EPA160.2",NA,"TSS",2123.33333333334,"mg/L",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"AVRC STAR","CT1","ISCO","Outflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-ST1-01-OT-LC-4",NA,"EPA160.2",NA,"TSS",2390,"mg/L",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"AVRC STAR","ST1","ISCO","Outflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-ST1-01-OT-LC-4-D",NA,"EPA160.2",NA,"TSS",2360,"mg/L",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"AVRC STAR","ST1","ISCO","Outflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-ST2-01-OT-LC-4",NA,"EPA160.2",NA,"TSS",1283.33333333333,"mg/L",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"AVRC STAR","ST2","ISCO","Outflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-ST2-01-OT-LC-4-D",NA,"EPA160.2",NA,"TSS",1403.33333333333,"mg/L",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"AVRC STAR","ST2","ISCO","Outflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-CT2-01-OT-LC-4",NA,"EPA160.2",NA,"TSS",1413.33333333333,"mg/L",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"AVRC STAR","CT2","ISCO","Outflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-CT2-01-OT-LC-4-D",NA,"EPA160.2",NA,"TSS",1453.33333333334,"mg/L",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"AVRC STAR","CT2","ISCO","Outflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-ST2-01-OT-ISC-4",NA,"EPA160.2",NA,"TSS",3219.99999999999,"mg/L",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"AVRC STAR","ST2","ISCO","Outflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-ST2-01-OT-ISC-4-D",NA,"EPA160.2",NA,"TSS",1963.33333333333,"mg/L",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"AVRC STAR","ST2","ISCO","Outflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-01-IN-GB-4",NA,"EPA160.2",NA,"TSS",1496.66666666667,"mg/L",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"AVRC STAR",NA,"ISCO","Inflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-01-IN-GB-4-D",NA,"EPA160.2",NA,"TSS",1463.33333333334,"mg/L",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"AVRC STAR",NA,"ISCO","Inflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-CT1-01-OT-LC-4",NA,"EPA120.1",NA,"EC",0.713,"mS/cm",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"AVRC STAR","CT1","ISCO","Outflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-CT1-01-OT-LC-4-D",NA,"EPA120.1",NA,"EC",0.723,"mS/cm",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"AVRC STAR","CT1","ISCO","Outflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-ST1-01-OT-LC-4",NA,"EPA120.1",NA,"EC",0.802,"mS/cm",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"AVRC STAR","ST1","ISCO","Outflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-ST1-01-OT-LC-4-D",NA,"EPA120.1",NA,"EC",0.804,"mS/cm",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"AVRC STAR","ST1","ISCO","Outflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-ST2-01-OT-LC-4",NA,"EPA120.1",NA,"EC",0.762,"mS/cm",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"AVRC STAR","ST2","ISCO","Outflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-ST2-01-OT-LC-4-D",NA,"EPA120.1",NA,"EC",0.748,"mS/cm",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"AVRC STAR","ST2","ISCO","Outflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-CT2-01-OT-LC-4",NA,"EPA120.1",NA,"EC",0.756,"mS/cm",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"AVRC STAR","CT2","ISCO","Outflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-CT2-01-OT-LC-4-D",NA,"EPA120.1",NA,"EC",0.753,"mS/cm",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"AVRC STAR","CT2","ISCO","Outflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-ST2-01-OT-ISC-4",NA,"EPA120.1",NA,"EC",0.825,"mS/cm",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"AVRC STAR","ST2","ISCO","Outflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-ST2-01-OT-ISC-4-D",NA,"EPA120.1",NA,"EC",0.82,"mS/cm",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"AVRC STAR","ST2","ISCO","Outflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-01-IN-GB-4",NA,"EPA120.1",NA,"EC",0.974,"mS/cm",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"AVRC STAR",NA,"ISCO","Inflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-01-IN-GB-4-D",NA,"EPA120.1",NA,"EC",0.964,"mS/cm",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"AVRC STAR",NA,"ISCO","Inflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
